Transaction_Date,Particulars,Deposits
2025-04-02,Google Pay,13501.0
2025-04-03,Pos Settlement,2147.61
2025-04-03,Google Pay,9058.0
2025-04-04,Pos Settlement,721.68
2025-04-04,Swiggy,14086.97
2025-04-04,Google Pay,8045.0
2025-04-05,Google Pay,10256.0
2025-04-06,Google Pay,7319.0
2025-04-07,Pos Settlement,151.0
2025-04-07,Google Pay,8041.0
2025-04-08,Pos Settlement,905.0
2025-04-08,Google Pay,7360.0
2025-04-09,Pos Settlement,962.66
2025-04-09,Swiggy,7898.0
2025-04-09,Google Pay,5388.0
2025-04-10,Google Pay,6786.0
2025-04-11,Google Pay,12825.0
2025-04-12,Google Pay,13381.0
2025-04-13,Google Pay,14309.0
2025-04-14,Pos Settlement,2207.19
2025-04-14,Google Pay,12524.0
2025-04-15,Pos Settlement,3001.41
2025-04-15,Google Pay,13611.0
2025-04-15,Swiggy,13041.72
2025-04-16,Google Pay,9690.0
2025-04-17,Google Pay,13451.0
2025-04-18,Pos Settlement,1148.0
2025-04-18,Google Pay,12736.0
2025-04-19,Google Pay,8511.0
2025-04-20,Google Pay,14728.0
2025-04-21,Google Pay,5741.0
2025-04-22,Google Pay,4916.0
2025-04-23,Swiggy,11825.08
2025-04-23,Google Pay,5765.0
2025-04-24,Pos Settlement,500.0
2025-04-24,Google Pay,6757.0
2025-04-25,Pos Settlement,704.47
2025-04-25,Google Pay,7332.0
2025-04-26,Google Pay,9636.0
2025-04-27,Google Pay,15214.0
2025-04-28,Pos Settlement,2988.56
2025-04-28,Google Pay,10458.0
2025-04-29,Google Pay,9885.0
2025-04-30,Swiggy,14679.71
2025-04-30,Google Pay,10197.0
2025-05-01,Google Pay,10052.0
2025-05-02,Google Pay,11943.0
2025-05-03,Google Pay,19485.0
2025-05-04,Google Pay,9461.0
2025-05-05,Pos Settlement,5848.16
2025-05-05,Swiggy,6465.43
2025-05-05,Google Pay,14829.0
2025-05-06,Pos Settlement,2516.66
2025-05-06,Google Pay,8917.0
2025-05-07,Pos Settlement,1081.48
2025-05-07,Swiggy,7564.81
2025-05-07,Google Pay,10494.0
2025-05-08,Pos Settlement,1406.9
2025-05-08,Google Pay,8407.0
2025-05-09,Google Pay,9694.0
2025-05-10,Pos Settlement,277.0
2025-05-10,Google Pay,14490.0
2025-05-11,Google Pay,9197.0
2025-05-12,Pos Settlement,2381.68
2025-05-12,Google Pay,10146.0
2025-05-13,Google Pay,11280.0
2025-05-14,Swiggy,11342.16
2025-05-14,Google Pay,12390.0
2025-05-15,Google Pay,9116.0
2025-05-16,Pos Settlement,2387.37
2025-05-16,Google Pay,5606.0
2025-05-17,Pos Settlement,324.54
2025-05-17,Google Pay,7811.0
2025-05-18,Google Pay,9101.0
2025-05-19,Pos Settlement,1902.85
2025-05-19,Google Pay,5148.0
2025-05-20,Pos Settlement,661.72
2025-05-20,Google Pay,3658.0
2025-05-21,Pos Settlement,3703.93
2025-05-21,Swiggy,11236.47
2025-05-21,Google Pay,11797.0
2025-05-22,Pos Settlement,763.75
2025-05-22,Google Pay,11300.0
2025-05-23,Google Pay,3394.0
2025-05-24,Google Pay,8968.0
2025-05-25,Google Pay,6985.0
2025-05-26,Pos Settlement,195.9
2025-05-26,Google Pay,5255.0
2025-05-27,Google Pay,5749.0
2025-05-28,Pos Settlement,110.0
2025-05-28,Swiggy,14007.59
2025-05-28,Google Pay,9486.0
2025-05-29,Google Pay,13633.0
2025-05-30,Pos Settlement,921.15
2025-05-30,Google Pay,10546.0
2025-05-31,Pos Settlement,1595.87
2025-05-31,Google Pay,11736.0
2025-06-01,Google Pay,9011.0
2025-06-02,Pos Settlement,493.7
2025-06-02,Google Pay,5769.0
2025-06-03,Google Pay,8247.0
2025-06-04,Pos Settlement,1294.28
2025-06-04,Swiggy,15018.6
2025-06-04,Google Pay,6818.0
2025-06-05,Pos Settlement,1833.56
2025-06-05,Google Pay,5559.0
2025-06-06,Google Pay,8729.0
2025-06-07,Pos Settlement,327.48
2025-06-07,Google Pay,17303.0
2025-06-08,Google Pay,9061.0
2025-06-09,Pos Settlement,4422.11
2025-06-09,Google Pay,5490.0
2025-06-10,Google Pay,12748.0
2025-06-11,Pos Settlement,2153.25
2025-06-11,Swiggy,6271.0
2025-06-11,Google Pay,10191.0
2025-06-12,Google Pay,12130.0
2025-06-13,Google Pay,8139.0
2025-06-14,Pos Settlement,325.73
2025-06-14,Google Pay,8937.0
2025-06-15,Google Pay,8877.0
2025-06-16,Pos Settlement,578.15
2025-06-16,Pos Settlement,500.29
2025-06-16,Google Pay,9901.0
2025-06-17,Google Pay,5956.0
2025-06-18,Swiggy,11401.27
2025-06-18,Google Pay,6826.0
2025-06-19,Google Pay,1996.0
2025-06-20,Google Pay,7633.0
2025-06-21,Abdul Latheef Koorik,889.0
2025-06-21,Google Pay,12256.0
2025-06-22,Google Pay,9112.0
2025-06-23,Pos Settlement,967.78
2025-06-23,Google Pay,3645.0
2025-06-24,Google Pay,8907.0
2025-06-25,Swiggy,12330.23
2025-06-25,Google Pay,5879.0
2025-06-26,Pos Settlement,534.27
2025-06-26,Google Pay,756.0
2025-06-26,Google Pay,7380.0
2025-06-27,Pos Settlement,350.24
2025-06-27,Google Pay,4717.0
2025-06-28,Google Pay,12205.0
2025-06-29,Google Pay,11322.0
2025-06-30,Pos Settlement,612.16
2025-06-30,Google Pay,5300.0
2025-07-01,Google Pay,7328.0
2025-07-02,Pos Settlement,1698.76
2025-07-02,Google Pay,8801.0
2025-07-03,Pos Settlement,1374.25
2025-07-03,Google Pay,10953.0
2025-07-04,Swiggy,14022.76
2025-07-04,Google Pay,8049.0
2025-07-05,Pos Settlement,795.8
2025-07-05,Google Pay,17199.0
2025-07-06,Google Pay,13535.0
2025-07-07,Pos Settlement,2753.27
2025-07-07,Google Pay,6695.0
2025-07-08,Google Pay,10692.0
2025-07-09,Pos Settlement,1359.38
2025-07-09,Swiggy,6212.46
2025-07-10,Google Pay,9164.0
2025-07-11,Pos Settlement,629.25
2025-07-11,Google Pay,17469.0
2025-07-12,Google Pay,5752.0
2025-07-13,Google Pay,5837.0
2025-07-14,Pos Settlement,3226.59
2025-07-14,Google Pay,6706.0
2025-07-15,Pos Settlement,369.04
2025-07-15,Google Pay,8351.0
2025-07-16,Swiggy,10054.69
2025-07-16,Google Pay,12172.0
2025-07-17,Google Pay,6323.0
2025-07-18,Google Pay,12554.0
2025-07-19,Google Pay,12376.0
2025-07-20,Google Pay,14694.0
2025-07-21,Pos Settlement,4115.23
2025-07-21,Google Pay,3363.0
2025-07-22,Google Pay,7141.0
2025-07-23,Swiggy,14599.32
2025-07-23,Google Pay,9000.0
2025-07-24,Pos Settlement,643.25
2025-07-24,Google Pay,11309.0
2025-07-25,Google Pay,7317.0
2025-07-26,Google Pay,7987.0
2025-07-27,Google Pay,13561.0
2025-07-28,Pos Settlement,1035.88
2025-07-28,Google Pay,8926.0
2025-07-29,Google Pay,8306.0
2025-07-29,Google Pay,277.0
2025-07-30,Swiggy,14192.71
2025-07-30,Google Pay,4537.0
2025-07-31,Pos Settlement,1354.46
2025-07-31,Google Pay,6707.0
2025-08-01,Google Pay,4590.0
2025-08-02,Pos Settlement,1928.62
2025-08-02,Google Pay,15178.0
2025-08-03,Google Pay,12560.0
2025-08-04,Pos Settlement,3266.18
2025-08-04,Swiggy,7828.81
2025-08-04,Google Pay,9896.0
2025-08-05,Google Pay,6318.0
2025-08-06,Google Pay,6643.0
2025-08-07,Pos Settlement,963.65
2025-08-07,Google Pay,7957.0
2025-08-08,Google Pay,11123.0
2025-08-09,Google Pay,14321.0
2025-08-10,Google Pay,14428.0
2025-08-11,Pos Settlement,2227.57
2025-08-11,Google Pay,6489.0
2025-08-12,Google Pay,8773.0
2025-08-13,Swiggy,7514.19
2025-08-13,Google Pay,10711.0
2025-08-14,Pos Settlement,305.1
2025-08-14,Google Pay,7728.0
2025-08-15,Google Pay,13774.0
2025-08-16,Pos Settlement,1104.8
2025-08-16,Google Pay,14806.0
2025-08-17,Google Pay,9602.0
2025-08-18,Pos Settlement,1714.04
2025-08-19,Google Pay,11516.0
2025-08-19,Google Pay,11511.0
2025-08-20,Swiggy,9083.94
2025-08-20,Google Pay,8905.0
2025-08-21,Google Pay,10045.0
2025-08-22,Google Pay,2355.0
2025-08-23,Google Pay,11907.0
2025-08-24,Google Pay,6476.0
2025-08-25,Pos Settlement,1425.47
2025-08-25,Google Pay,8521.0
2025-08-26,Pos Settlement,336.21
2025-08-26,Google Pay,12959.0
2025-08-27,Swiggy,18687.49
2025-08-27,Google Pay,8673.0
2025-08-28,Pos Settlement,682.12
2025-08-28,Google Pay,8647.0
2025-08-29,Google Pay,14780.0
2025-08-30,Google Pay,10434.0
2025-08-31,Google Pay,14846.0
2025-09-01,Google Pay,5544.0
2025-09-02,Google Pay,11231.0
2025-09-03,Google Pay,12511.0
2025-09-04,Pos Settlement,2975.29
2025-09-04,Google Pay,10620.0
2025-09-04,Swiggy,12854.74
2025-09-05,Pos Settlement,1203.11
2025-09-05,Google Pay,11481.0
2025-09-06,Pos Settlement,2739.48
2025-09-06,Google Pay,23528.0
2025-09-07,Google Pay,12267.0
2025-09-08,Pos Settlement,444.06
2025-09-08,Google Pay,7665.0
2025-09-09,Pos Settlement,1722.79
2025-09-09,Google Pay,7244.0
2025-09-10,Pos Settlement,1383.34
2025-09-10,Swiggy,15731.36
2025-09-10,Google Pay,10415.0
2025-09-11,Google Pay,10812.0
2025-09-12,Google Pay,3577.0
2025-09-13,Google Pay,15740.0
2025-09-14,Google Pay,14481.0
2025-09-15,Google Pay,9172.0
2025-09-16,Upi/Utib/530268112595/Google India Digital Service/Axi0143190F598D4A3Cbccde6Ee7527Fb7F/Goog-Payments@,125.0
2025-09-16,Google Pay,9039.0
2025-09-17,Pos Settlement,1932.0
2025-09-17,Swiggy,9214.66
2025-09-17,Google Pay,2146.0
2025-09-18,Pos Settlement,683.63
2025-09-18,Google Pay,4116.0
2025-09-19,Google Pay,12946.0
2025-09-20,Google Pay,10086.0
2025-09-21,Google Pay,8796.0
2025-09-22,Pos Settlement,2718.45
2025-09-22,Google Pay,5026.0
2025-09-23,Pos Settlement,504.3
2025-09-23,Google Pay,6016.0
2025-09-24,Swiggy,9536.46
2025-09-24,Google Pay,5655.0
2025-09-25,Pos Settlement,1327.75
2025-09-25,Google Pay,7451.0
2025-09-26,Pos Settlement,566.49
2025-09-26,Google Pay,11211.0
2025-09-27,Google Pay,9372.0
2025-09-28,Google Pay,10183.0
2025-09-29,Pos Settlement,7059.21
2025-09-29,Google Pay,7693.0
2025-09-30,Google Pay,19392.0
2025-10-01,Pos Settlement,900.13
2025-10-01,Swiggy,6032.01
2025-10-01,Google Pay,11135.0
2025-10-02,Pos Settlement,4769.63
2025-10-02,Google Pay,10724.0
2025-10-03,Pos Settlement,1399.13
2025-10-03,Google Pay,8026.0
2025-10-03,Swiggy,6658.39
2025-10-04,Google Pay,11781.0
2025-10-05,Google Pay,16807.0
2025-10-06,Pos Settlement,5348.06
2025-10-06,Google Pay,6797.0
2025-10-07,Google Pay,7000.0
2025-10-08,Swiggy,8705.55
2025-10-08,Google Pay,8440.0
2025-10-09,Google Pay,10583.0
2025-10-10,Google Pay,6917.0
2025-10-11,Pos Settlement,484.86
2025-10-11,Google Pay,9071.0
2025-10-12,Google Pay,9813.0
2025-10-13,Pos Settlement,581.23
2025-10-13,Google Pay,4819.0
2025-10-14,Google Pay,8861.0
2025-10-15,Swiggy,9020.01
2025-10-15,Google Pay,9628.0
2025-10-16,Google Pay,6654.0
2025-10-17,Google Pay,7805.0
2025-10-18,Pos Settlement,406.0
2025-10-18,Google Pay,10633.0
2025-10-19,Google Pay,4789.0
2025-10-20,Pos Settlement,5551.94
2025-10-20,Google Pay,7241.0
2025-10-21,Pos Settlement,1634.45
2025-10-21,Google Pay,13140.0
2025-10-22,Swiggy,8462.38
2025-10-22,Google Pay,12117.0
2025-10-23,Google Pay,7945.0
2025-10-24,Pos Settlement,193.09
2025-10-24,Shajahan Pookodan,1121.0
2025-10-24,Google Pay,10637.0
2025-10-25,Google Pay,12463.0
2025-10-26,Google Pay,8695.0
2025-10-27,Pos Settlement,5092.57
2025-10-27,Google Pay,7146.0
2025-10-28,Google Pay,8165.0
2025-10-29,Pos Settlement,1231.77
2025-10-29,Swiggy,9146.64
2025-10-29,Google Pay,10217.0
2025-10-30,Google Pay,12001.0
2025-10-31,Google Pay,7533.0
2025-11-01,Google Pay,7122.0
2025-11-02,Google Pay,11637.0
2025-11-03,Pos Settlement,1486.13
2025-11-03,Google Pay,9600.0
2025-11-04,Google Pay,5682.0
2025-11-05,Pos Settlement,701.18
2025-11-05,Swiggy,8350.07
2025-11-05,Google Pay,4756.0
2025-11-06,Google Pay,5830.0
2025-11-07,Google Pay,6956.0
2025-11-08,Google Pay,12789.0
2025-11-09,Google Pay,9843.0
2025-11-10,Pos Settlement,1792.74
2025-11-10,Google Pay,4499.0
2025-11-11,Google Pay,11273.0
2025-11-12,Swiggy,10793.27
2025-11-12,Google Pay,8040.0
2025-11-13,Google Pay,10760.0
2025-11-14,Google Pay,5968.0
2025-11-15,Pos Settlement,686.98
2025-11-15,Google Pay,8096.0
2025-11-16,Google Pay,14689.0
2025-11-17,Pos Settlement,336.21
2025-11-17,Google Pay,9426.0
2025-11-18,Google Pay,6064.0
2025-11-19,Swiggy,7490.83
2025-11-19,Google Pay,36183.0
2025-11-20,Pos Settlement,1436.13
2025-11-20,Google Pay,8658.0
2025-11-21,Pos Settlement,429.0
2025-11-21,Google Pay,8078.0
2025-11-22,Pos Settlement,638.39
2025-11-22,Google Pay,12340.0
2025-11-23,Google Pay,10954.0
2025-11-24,Pos Settlement,869.53
2025-11-24,Google Pay,6329.0
2025-11-25,Refund 10-11-2025 85196086 Tec/,2270.0
2025-11-25,Google Pay,4253.0
2025-11-26,Swiggy,8640.23
2025-11-26,Google Pay,13109.0
2025-11-27,Pos Settlement,881.31
2025-11-27,Google Pay,9866.0
2025-11-28,Google Pay,7945.0
2025-11-29,Google Pay,7705.0
2025-11-30,Google Pay,12243.0
2025-12-01,Pos Settlement,1250.02
2025-12-01,Google Pay,5034.0
2025-12-02,Upi/Utib/663570953365/Google India Digital Service/Axibf07Dbeca45A4F808A0F616C368A79A0/Goog-Payments@,125.0
2025-12-02,Google Pay,9676.0
2025-12-03,Pos Settlement,1036.59
2025-12-03,Google Pay,11507.0
2025-12-04,Pos Settlement,1445.41
2025-12-04,Swiggy,9247.88
2025-12-04,Google Pay,7695.0
2025-12-05,Google Pay,10474.0
2025-12-06,Pos Settlement,1038.85
2025-12-06,Google Pay,7335.0
2025-12-07,Google Pay,5271.0
2025-12-08,Google Pay,10904.0
2025-12-09,Pos Settlement,583.01
2025-12-09,Google Pay,6000.0
2025-12-10,Swiggy,5185.55
2025-12-10,Google Pay,11473.0
2025-12-11,Pos Settlement,2013.39
2025-12-11,Google Pay,10714.0
2025-12-12,Google Pay,10596.0
2025-12-13,Pos Settlement,833.7
2025-12-13,Google Pay,18053.0
2025-12-14,Google Pay,11482.0
2025-12-15,Pos Settlement,2795.6
2025-12-15,Google Pay,8050.0
2025-12-16,Google Pay,6701.0
2025-12-17,Swiggy,7906.78
2025-12-17,Google Pay,3622.0
2025-12-18,Google Pay,4995.0
2025-12-19,Pos Settlement,522.77
2025-12-19,Google Pay,8825.0
2025-12-20,Pos Settlement,351.75
2025-12-20,Google Pay,9868.0
2025-12-21,Google Pay,15327.0
2025-12-22,Pos Settlement,2067.01
2025-12-22,Google Pay,7853.0
2025-12-23,Pos Settlement,1234.75
2025-12-23,Google Pay,11208.0
2025-12-24,Pos Settlement,551.97
2025-12-24,Swiggy,14503.62
2025-12-24,Google Pay,17481.0
2025-12-25,Pos Settlement,987.23
2025-12-25,Google Pay,20861.0
2025-12-26,Pos Settlement,1623.6
2025-12-26,Google Pay,10757.0
2025-12-27,Pos Settlement,1126.17
2025-12-27,Upi/Utib/924596173615/Google India Digital Service/Axi83D61A4E2F2F431C8Beba9Ebd5Db71D3/Goog-Payments@,125.0
2025-12-27,Google Pay,14023.0
2025-12-28,Google Pay,14171.0
2025-12-29,Pos Settlement,1472.09
2025-12-29,Google Pay,13961.0
2025-12-30,Pos Settlement,1783.92
2025-12-30,Google Pay,13426.0
2025-12-31,Pos Settlement,4375.78
2025-12-31,Google Pay,18913.0
2026-01-01,Swiggy,13398.66
2026-01-01,Pos Settlement,917.26
2026-01-01,Google Pay,20651.0
2026-01-02,Google Pay,11042.0
2026-01-03,Swiggy,11548.06
2026-01-03,Google Pay,11385.0
2026-01-04,Google Pay,15535.0
2026-01-05,Google Pay,5441.0
2026-01-06,Google Pay,7808.0
2026-01-07,Pos Settlement,765.67
2026-01-07,Swiggy,4942.97
2026-01-07,Google Pay,12731.0
2026-01-08,Pos Settlement,92.31
2026-01-08,Google Pay,5483.0
2026-01-09,Google Pay,12224.0
2026-01-10,Pos Settlement,1028.04
2026-01-10,Google Pay,15510.0
2026-01-11,Google Pay,10291.0
2026-01-12,Pos Settlement,1016.47
2026-01-12,Google Pay,9845.0
2026-01-13,Google Pay,7138.0
2026-01-14,Swiggy,12475.78
2026-01-14,Shajahan Pookodan,499.0
2026-01-14,Google Pay,7404.0
2026-01-15,Google Pay,13441.0
2026-01-16,Google Pay,5862.0
2026-01-17,Google Pay,10393.0
2026-01-18,Google Pay,10402.0
2026-01-19,Pos Settlement,4102.17
2026-01-19,Google Pay,7127.0
2026-01-20,Pos Settlement,1204.88
2026-01-20,Google Pay,12819.0
2026-01-21,Swiggy,8432.86
2026-01-21,Google Pay,8478.0
2026-01-22,Google Pay,6616.0
2026-01-24,Google Pay,8804.0
2026-01-24,Google Pay,14939.0
2026-01-25,Upi/Utib/974093880256/Google India Digital Service/Axi679B955D5747479Fbb628300E7Cdda63/Goog-Payments@,125.0
2026-01-25,Google Pay,15099.0
2026-01-26,Pos Settlement,4465.06
2026-01-27,Google Pay,9392.0
2026-01-28,Google Pay,3751.0
2026-01-28,Pos Settlement,345.92
2026-01-28,Swiggy,7919.79
2026-01-28,Google Pay,7969.0
2026-01-29,Pos Settlement,1068.53
2026-01-29,Google Pay,11962.0
2026-01-30,Pos Settlement,2504.63
2026-01-30,Google Pay,5525.0
2026-01-31,Pos Settlement,493.7
2026-01-31,Google Pay,10017.0
2026-02-01,Google Pay,11365.0
2026-02-17,Google Pay,5991.0
2026-02-18,Swiggy,9537.0
2026-02-18,Google Pay,10556.0
2026-02-19,Google Pay,5475.0
2026-02-20,Google Pay,9171.0
2026-02-21,Pos Settlement,2626.0
2026-02-21,Google Pay,11558.0
2026-02-22,Google Pay,13809.0
2026-02-23,Google Pay,5902.0
2026-02-24,Google Pay,6254.0
2026-02-25,Swiggy,9811.0
2026-02-25,Google Pay,2589.0
2026-02-26,Google Pay,4597.0
2026-02-27,Pos Settlement,1261.0
2026-02-27,Google Pay,9558.0
2026-02-28,Google Pay,8705.0
