year_month,Date,Vendor_Name,Amount
2025-02,2025-02-17,Local Purchase,160.0
2025-02,2025-02-18,Local Purchase,3881.0
2025-02,2025-02-19,Local Purchase,522.0
2025-02,2025-02-20,Local Purchase,678.0
2025-02,2025-02-21,Local Purchase,518.0
2025-02,2025-02-22,Local Purchase,4331.0
2025-02,2025-02-23,Local Purchase,896.0
2025-02,2025-02-24,Local Purchase,1823.0
2025-02,2025-02-25,Local Purchase,894.0
2025-02,2025-02-26,Local Purchase,364.0
2025-02,2025-02-27,Local Purchase,1435.0
2025-02,2025-02-28,Local Purchase,666.0
2025-02,2025-02-01,Local Purchase-Gas AGency,1846.0
2025-02,2025-02-06,Local Purchase-Gas AGency,3680.0
2025-02,2025-02-11,Local Purchase-Gas AGency,3680.0
2025-02,2025-02-19,Local Purchase-Gas AGency,3680.0
2025-02,2025-02-20,Local Purchase-Gas AGency,3680.0
2025-02,2025-02-28,Loocos Pizza CPY,15939.0
2025-02,2025-02-04,bistro frozen,20677.0
2025-02,2025-02-11,bistro frozen,4213.0
2025-02,2025-02-18,bistro frozen,13790.0
2025-02,2025-02-25,bistro frozen,2490.0
2025-02,2025-02-03,shabana chicken stall,937.0
2025-02,2025-02-04,shabana chicken stall,780.0
2025-02,2025-02-05,shabana chicken stall,812.0
2025-02,2025-02-06,shabana chicken stall,695.0
2025-02,2025-02-08,shabana chicken stall,1264.0
2025-02,2025-02-09,shabana chicken stall,985.0
2025-02,2025-02-13,shabana chicken stall,888.0
2025-02,2025-02-14,shabana chicken stall,705.0
2025-02,2025-02-16,shabana chicken stall,734.0
2025-02,2025-02-18,shabana chicken stall,1054.0
2025-02,2025-02-20,shabana chicken stall,720.0
2025-02,2025-02-25,shabana chicken stall,882.0
2025-02,2025-02-28,shabana chicken stall,1306.0
2025-01,2025-01-04,Essar Associates,2560.0
2025-01,2025-01-18,Essar Associates,2540.0
2025-01,2025-01-25,Essar Associates,2213.0
2025-01,2025-01-16,Gayatri Traders OTP,4460.0
2025-01,2025-01-29,Gayatri Traders OTP,4420.0
2025-01,2025-01-02,Isha Fresh Vegitables (Hisham),525.0
2025-01,2025-01-14,Isha Fresh Vegitables (Hisham),643.0
2025-01,2025-01-20,Isha Fresh Vegitables (Hisham),1107.0
2025-01,2025-01-02,KTP Vegitables,504.0
2025-01,2025-01-04,KTP Vegitables,755.0
2025-01,2025-01-07,KTP Vegitables,522.0
2025-01,2025-01-12,KTP Vegitables,512.0
2025-01,2025-01-15,KTP Vegitables,447.0
2025-01,2025-01-17,KTP Vegitables,251.0
2025-01,2025-01-18,KTP Vegitables,334.0
2025-01,2025-01-20,KTP Vegitables,526.0
2025-01,2025-01-22,KTP Vegitables,391.0
2025-01,2025-01-23,KTP Vegitables,140.0
2025-01,2025-01-25,KTP Vegitables,460.0
2025-01,2025-01-26,KTP Vegitables,132.0
2025-01,2025-01-27,KTP Vegitables,390.0
2025-01,2025-01-28,KTP Vegitables,135.0
2025-01,2025-01-30,KTP Vegitables,466.0
2025-01,2025-01-04,Koonathil Traders,6346.0
2025-01,2025-01-25,Koonathil Traders,12634.0
2025-01,2025-01-20,Lakhsyam Foods,9061.0
2025-01,2025-01-01,Local Purchase,3031.0
2025-01,2025-01-02,Local Purchase,3855.0
2025-01,2025-01-03,Local Purchase,868.0
2025-01,2025-01-04,Local Purchase,3821.0
2025-01,2025-01-05,Local Purchase,370.0
2025-01,2025-01-06,Local Purchase,2315.0
2025-01,2025-01-07,Local Purchase,1340.0
2025-01,2025-01-08,Local Purchase,1123.0
2025-01,2025-01-10,Local Purchase,340.0
2025-01,2025-01-12,Local Purchase,1408.0
2025-01,2025-01-13,Local Purchase,3475.0
2025-01,2025-01-14,Local Purchase,752.0
2025-01,2025-01-15,Local Purchase,604.0
2025-01,2025-01-16,Local Purchase,501.0
2025-01,2025-01-17,Local Purchase,3054.0
2025-01,2025-01-18,Local Purchase,1388.0
2025-01,2025-01-19,Local Purchase,1561.0
2025-01,2025-01-20,Local Purchase,2072.0
2025-01,2025-01-21,Local Purchase,1012.0
2025-01,2025-01-22,Local Purchase,334.0
2025-01,2025-01-23,Local Purchase,2096.0
2025-01,2025-01-24,Local Purchase,762.0
2025-01,2025-01-25,Local Purchase,265.0
2025-01,2025-01-26,Local Purchase,712.0
2025-01,2025-01-27,Local Purchase,1246.0
2025-01,2025-01-28,Local Purchase,3166.0
2025-01,2025-01-29,Local Purchase,320.0
2025-01,2025-01-30,Local Purchase,474.0
2025-01,2025-01-31,Local Purchase,1000.0
2025-01,2025-01-01,Local Purchase-Gas AGency,3692.0
2025-01,2025-01-08,Local Purchase-Gas AGency,1846.0
2025-01,2025-01-14,Local Purchase-Gas AGency,3692.0
2025-01,2025-01-21,Local Purchase-Gas AGency,3692.0
2025-01,2025-01-27,Local Purchase-Gas AGency,3692.0
2025-01,2025-01-31,Loocos Pizza CPY,26859.0
2025-01,2025-01-07,bistro frozen,1908.0
2025-01,2025-01-14,bistro frozen,17387.0
2025-01,2025-01-28,bistro frozen,8416.0
2025-01,2025-01-20,live 7 super market,448.0
2025-01,2025-01-01,shabana chicken stall,986.0
2025-01,2025-01-02,shabana chicken stall,829.0
2025-01,2025-01-03,shabana chicken stall,1057.0
2025-01,2025-01-05,shabana chicken stall,911.0
2025-01,2025-01-06,shabana chicken stall,891.0
2025-01,2025-01-07,shabana chicken stall,830.0
2025-01,2025-01-10,shabana chicken stall,803.0
2025-01,2025-01-11,shabana chicken stall,861.0
2025-01,2025-01-12,shabana chicken stall,899.0
2025-01,2025-01-13,shabana chicken stall,894.0
2025-01,2025-01-17,shabana chicken stall,1071.0
2025-01,2025-01-19,shabana chicken stall,748.0
2025-01,2025-01-21,shabana chicken stall,1051.0
2025-01,2025-01-23,shabana chicken stall,730.0
2025-01,2025-01-24,shabana chicken stall,759.0
2025-01,2025-01-25,shabana chicken stall,759.0
2025-01,2025-01-28,shabana chicken stall,957.0
2025-01,2025-01-30,shabana chicken stall,1065.0
2024-12,2024-12-03,BERRY FRESH,1120.0
2024-12,2024-12-31,BERRY FRESH,1300.0
2024-12,2024-12-07,Essar Associates,693.0
2024-12,2024-12-11,Essar Associates,5337.0
2024-12,2024-12-21,Essar Associates,1500.0
2024-12,2024-12-28,Essar Associates,6165.0
2024-12,2024-12-04,Gayatri Traders OTP,4400.0
2024-12,2024-12-18,Gayatri Traders OTP,4340.0
2024-12,2024-12-04,Isha Fresh Vegitables (Hisham),822.0
2024-12,2024-12-11,Isha Fresh Vegitables (Hisham),926.0
2024-12,2024-12-19,Isha Fresh Vegitables (Hisham),693.0
2024-12,2024-12-28,Isha Fresh Vegitables (Hisham),925.0
2024-12,2024-12-02,KTP Vegitables,663.0
2024-12,2024-12-03,KTP Vegitables,178.0
2024-12,2024-12-05,KTP Vegitables,647.0
2024-12,2024-12-06,KTP Vegitables,648.0
2024-12,2024-12-08,KTP Vegitables,718.0
2024-12,2024-12-10,KTP Vegitables,213.0
2024-12,2024-12-11,KTP Vegitables,527.0
2024-12,2024-12-12,KTP Vegitables,228.0
2024-12,2024-12-13,KTP Vegitables,496.0
2024-12,2024-12-14,KTP Vegitables,220.0
2024-12,2024-12-17,KTP Vegitables,246.0
2024-12,2024-12-19,KTP Vegitables,442.0
2024-12,2024-12-20,KTP Vegitables,314.0
2024-12,2024-12-21,KTP Vegitables,320.0
2024-12,2024-12-23,KTP Vegitables,403.0
2024-12,2024-12-24,KTP Vegitables,224.0
2024-12,2024-12-25,KTP Vegitables,353.0
2024-12,2024-12-26,KTP Vegitables,507.0
2024-12,2024-12-28,KTP Vegitables,339.0
2024-12,2024-12-30,KTP Vegitables,624.0
2024-12,2024-12-31,KTP Vegitables,469.0
2024-12,2024-12-07,Koonathil Traders,11576.0
2024-12,2024-12-21,Koonathil Traders,3872.0
2024-12,2024-12-18,Lakhsyam Foods,27880.0
2024-12,2024-12-01,Local Purchase,861.0
2024-12,2024-12-02,Local Purchase,5314.0
2024-12,2024-12-03,Local Purchase,1228.0
2024-12,2024-12-04,Local Purchase,1891.0
2024-12,2024-12-05,Local Purchase,676.0
2024-12,2024-12-06,Local Purchase,699.0
2024-12,2024-12-07,Local Purchase,2403.0
2024-12,2024-12-08,Local Purchase,544.0
2024-12,2024-12-09,Local Purchase,1030.0
2024-12,2024-12-10,Local Purchase,2006.0
2024-12,2024-12-11,Local Purchase,1088.0
2024-12,2024-12-12,Local Purchase,916.0
2024-12,2024-12-13,Local Purchase,814.0
2024-12,2024-12-14,Local Purchase,3255.0
2024-12,2024-12-15,Local Purchase,1122.0
2024-12,2024-12-16,Local Purchase,1150.0
2024-12,2024-12-17,Local Purchase,182.0
2024-12,2024-12-19,Local Purchase,943.0
2024-12,2024-12-20,Local Purchase,398.0
2024-12,2024-12-21,Local Purchase,3356.0
2024-12,2024-12-22,Local Purchase,868.0
2024-12,2024-12-23,Local Purchase,320.0
2024-12,2024-12-24,Local Purchase,1561.0
2024-12,2024-12-25,Local Purchase,1006.0
2024-12,2024-12-26,Local Purchase,2181.0
2024-12,2024-12-27,Local Purchase,2480.0
2024-12,2024-12-28,Local Purchase,1063.0
2024-12,2024-12-29,Local Purchase,458.0
2024-12,2024-12-30,Local Purchase,1355.0
2024-12,2024-12-31,Local Purchase,1729.0
2024-12,2024-12-05,Local Purchase-Gas AGency,3720.0
2024-12,2024-12-12,Local Purchase-Gas AGency,3720.0
2024-12,2024-12-16,Local Purchase-Gas AGency,1860.0
2024-12,2024-12-20,Local Purchase-Gas AGency,3720.0
2024-12,2024-12-27,Local Purchase-Gas AGency,1860.0
2024-12,2024-12-28,Local Purchase-Gas AGency,1860.0
2024-12,2024-12-03,bistro frozen,26315.0
2024-12,2024-12-10,bistro frozen,939.0
2024-12,2024-12-17,bistro frozen,22005.0
2024-12,2024-12-24,bistro frozen,3936.0
2024-12,2024-12-31,bistro frozen,22388.0
2024-12,2024-12-02,shabana chicken stall,1037.0
2024-12,2024-12-03,shabana chicken stall,1262.0
2024-12,2024-12-04,shabana chicken stall,1190.0
2024-12,2024-12-06,shabana chicken stall,1033.0
2024-12,2024-12-08,shabana chicken stall,800.0
2024-12,2024-12-10,shabana chicken stall,900.0
2024-12,2024-12-11,shabana chicken stall,840.0
2024-12,2024-12-13,shabana chicken stall,687.0
2024-12,2024-12-17,shabana chicken stall,693.0
2024-12,2024-12-19,shabana chicken stall,829.0
2024-12,2024-12-20,shabana chicken stall,775.0
2024-12,2024-12-21,shabana chicken stall,949.0
2024-12,2024-12-23,shabana chicken stall,728.0
2024-12,2024-12-24,shabana chicken stall,1128.0
2024-12,2024-12-25,shabana chicken stall,847.0
2024-12,2024-12-26,shabana chicken stall,854.0
2024-12,2024-12-29,shabana chicken stall,840.0
2024-12,2024-12-30,shabana chicken stall,497.0
2024-12,2024-12-31,shabana chicken stall,1150.0
2024-11,2024-11-19,BERRY FRESH,1480.0
2024-11,2024-11-02,Essar Associates,529.0
2024-11,2024-11-07,Essar Associates,5176.0
2024-11,2024-11-14,Essar Associates,1088.0
2024-11,2024-11-21,Essar Associates,4415.0
2024-11,2024-11-28,Essar Associates,4632.0
2024-11,2024-11-20,Gayatri Traders OTP,5720.0
2024-11,2024-11-02,Isha Fresh Vegitables (Hisham),921.0
2024-11,2024-11-14,Isha Fresh Vegitables (Hisham),776.0
2024-11,2024-11-27,Isha Fresh Vegitables (Hisham),741.0
2024-11,2024-11-28,Isha Fresh Vegitables (Hisham),741.0
2024-11,2024-11-04,KTP Vegitables,476.0
2024-11,2024-11-05,KTP Vegitables,146.0
2024-11,2024-11-06,KTP Vegitables,672.0
2024-11,2024-11-08,KTP Vegitables,409.0
2024-11,2024-11-09,KTP Vegitables,391.0
2024-11,2024-11-11,KTP Vegitables,828.0
2024-11,2024-11-12,KTP Vegitables,882.0
2024-11,2024-11-13,KTP Vegitables,885.0
2024-11,2024-11-15,KTP Vegitables,574.0
2024-11,2024-11-16,KTP Vegitables,459.0
2024-11,2024-11-22,KTP Vegitables,686.0
2024-11,2024-11-26,KTP Vegitables,869.0
2024-11,2024-11-29,KTP Vegitables,251.0
2024-11,2024-11-30,KTP Vegitables,638.0
2024-11,2024-11-02,Koonathil Traders,13742.0
2024-11,2024-11-09,Koonathil Traders,600.0
2024-11,2024-11-16,Koonathil Traders,3730.0
2024-11,2024-11-23,Koonathil Traders,1505.0
2024-11,2024-11-20,Lakhsyam Foods,26411.0
2024-11,2024-11-01,Local Purchase,1385.0
2024-11,2024-11-02,Local Purchase,3478.0
2024-11,2024-11-03,Local Purchase,1429.0
2024-11,2024-11-04,Local Purchase,1634.0
2024-11,2024-11-06,Local Purchase,1639.0
2024-11,2024-11-07,Local Purchase,1386.0
2024-11,2024-11-09,Local Purchase,2499.0
2024-11,2024-11-10,Local Purchase,571.0
2024-11,2024-11-11,Local Purchase,1830.0
2024-11,2024-11-12,Local Purchase,2718.0
2024-11,2024-11-13,Local Purchase,1060.0
2024-11,2024-11-14,Local Purchase,221.0
2024-11,2024-11-15,Local Purchase,226.0
2024-11,2024-11-16,Local Purchase,221.0
2024-11,2024-11-17,Local Purchase,1816.0
2024-11,2024-11-18,Local Purchase,2910.0
2024-11,2024-11-19,Local Purchase,474.0
2024-11,2024-11-20,Local Purchase,661.0
2024-11,2024-11-21,Local Purchase,1682.0
2024-11,2024-11-22,Local Purchase,866.0
2024-11,2024-11-23,Local Purchase,1219.0
2024-11,2024-11-24,Local Purchase,398.0
2024-11,2024-11-25,Local Purchase,3740.0
2024-11,2024-11-26,Local Purchase,825.0
2024-11,2024-11-27,Local Purchase,461.0
2024-11,2024-11-28,Local Purchase,670.0
2024-11,2024-11-29,Local Purchase,863.0
2024-11,2024-11-30,Local Purchase,2304.0
2024-11,2024-11-12,Local Purchase-Gas AGency,3680.0
2024-11,2024-11-19,Local Purchase-Gas AGency,3680.0
2024-11,2024-11-27,Local Purchase-Gas AGency,3680.0
2024-11,2024-11-08,RK Agencies,3590.0
2024-11,2024-11-13,RK Agencies,3600.0
2024-11,2024-11-05,bistro frozen,39280.0
2024-11,2024-11-12,bistro frozen,5835.0
2024-11,2024-11-19,bistro frozen,19847.0
2024-11,2024-11-05,prime traders,3680.0
2024-11,2024-11-02,salva food agencies,2475.0
2024-11,2024-11-01,shabana chicken stall,970.0
2024-11,2024-11-02,shabana chicken stall,951.0
2024-11,2024-11-03,shabana chicken stall,812.0
2024-11,2024-11-06,shabana chicken stall,971.0
2024-11,2024-11-07,shabana chicken stall,931.0
2024-11,2024-11-08,shabana chicken stall,983.0
2024-11,2024-11-09,shabana chicken stall,911.0
2024-11,2024-11-11,shabana chicken stall,2666.0
2024-11,2024-11-13,shabana chicken stall,3801.0
2024-11,2024-11-16,shabana chicken stall,806.0
2024-11,2024-11-17,shabana chicken stall,1071.0
2024-11,2024-11-22,shabana chicken stall,951.0
2024-11,2024-11-24,shabana chicken stall,621.0
2024-11,2024-11-26,shabana chicken stall,725.0
2024-11,2024-11-28,shabana chicken stall,850.0
2024-11,2024-11-30,shabana chicken stall,856.0
2024-10,2024-10-03,Essar Associates,3192.0
2024-10,2024-10-10,Essar Associates,2700.0
2024-10,2024-10-17,Essar Associates,4242.0
2024-10,2024-10-24,Essar Associates,1218.0
2024-10,2024-10-31,Essar Associates,2776.0
2024-10,2024-10-28,FLIPKART,408.0
2024-10,2024-10-09,Isha Fresh Vegitables (Hisham),856.0
2024-10,2024-10-20,Isha Fresh Vegitables (Hisham),1029.0
2024-10,2024-10-26,Isha Fresh Vegitables (Hisham),792.0
2024-10,2024-10-03,KTP Vegitables,680.0
2024-10,2024-10-05,KTP Vegitables,507.0
2024-10,2024-10-06,KTP Vegitables,345.0
2024-10,2024-10-08,KTP Vegitables,622.0
2024-10,2024-10-10,KTP Vegitables,299.0
2024-10,2024-10-11,KTP Vegitables,550.0
2024-10,2024-10-12,KTP Vegitables,570.0
2024-10,2024-10-13,KTP Vegitables,171.0
2024-10,2024-10-16,KTP Vegitables,678.0
2024-10,2024-10-18,KTP Vegitables,614.0
2024-10,2024-10-19,KTP Vegitables,549.0
2024-10,2024-10-21,KTP Vegitables,417.0
2024-10,2024-10-22,KTP Vegitables,468.0
2024-10,2024-10-24,KTP Vegitables,580.0
2024-10,2024-10-26,KTP Vegitables,799.0
2024-10,2024-10-29,KTP Vegitables,756.0
2024-10,2024-10-31,KTP Vegitables,686.0
2024-10,2024-10-10,Koonathil Traders,164.0
2024-10,2024-10-12,Koonathil Traders,14741.0
2024-10,2024-10-19,Lakhsyam Foods,31430.0
2024-10,2024-10-01,Local Purchase,1406.0
2024-10,2024-10-02,Local Purchase,2136.0
2024-10,2024-10-03,Local Purchase,2130.0
2024-10,2024-10-04,Local Purchase,3838.0
2024-10,2024-10-05,Local Purchase,670.0
2024-10,2024-10-07,Local Purchase,1160.0
2024-10,2024-10-08,Local Purchase,7144.0
2024-10,2024-10-09,Local Purchase,284.0
2024-10,2024-10-11,Local Purchase,532.0
2024-10,2024-10-12,Local Purchase,861.0
2024-10,2024-10-13,Local Purchase,1119.0
2024-10,2024-10-14,Local Purchase,3767.0
2024-10,2024-10-15,Local Purchase,1800.0
2024-10,2024-10-16,Local Purchase,1252.0
2024-10,2024-10-17,Local Purchase,1515.0
2024-10,2024-10-19,Local Purchase,883.0
2024-10,2024-10-20,Local Purchase,156.0
2024-10,2024-10-21,Local Purchase,4715.0
2024-10,2024-10-22,Local Purchase,846.0
2024-10,2024-10-23,Local Purchase,557.0
2024-10,2024-10-24,Local Purchase,3638.0
2024-10,2024-10-25,Local Purchase,917.0
2024-10,2024-10-26,Local Purchase,1549.0
2024-10,2024-10-27,Local Purchase,249.0
2024-10,2024-10-28,Local Purchase,104.0
2024-10,2024-10-29,Local Purchase,1041.0
2024-10,2024-10-31,Local Purchase,4961.0
2024-10,2024-10-01,Local Purchase-Gas AGency,3560.0
2024-10,2024-10-08,Local Purchase-Gas AGency,3560.0
2024-10,2024-10-15,Local Purchase-Gas AGency,4900.0
2024-10,2024-10-22,Local Purchase-Gas AGency,3560.0
2024-10,2024-10-29,Local Purchase-Gas AGency,3560.0
2024-10,2024-10-01,bistro frozen,6668.0
2024-10,2024-10-08,bistro frozen,17338.0
2024-10,2024-10-15,bistro frozen,16600.0
2024-10,2024-10-22,bistro frozen,5100.0
2024-10,2024-10-29,bistro frozen,5100.0
2024-10,2024-10-01,shabana chicken stall,816.0
2024-10,2024-10-03,shabana chicken stall,957.0
2024-10,2024-10-05,shabana chicken stall,877.0
2024-10,2024-10-06,shabana chicken stall,1256.0
2024-10,2024-10-08,shabana chicken stall,1036.0
2024-10,2024-10-10,shabana chicken stall,1004.0
2024-10,2024-10-12,shabana chicken stall,938.0
2024-10,2024-10-13,shabana chicken stall,1112.0
2024-10,2024-10-16,shabana chicken stall,1092.0
2024-10,2024-10-18,shabana chicken stall,896.0
2024-10,2024-10-19,shabana chicken stall,1312.0
2024-10,2024-10-21,shabana chicken stall,936.0
2024-10,2024-10-22,shabana chicken stall,694.0
2024-10,2024-10-24,shabana chicken stall,823.0
2024-10,2024-10-25,shabana chicken stall,764.0
2024-10,2024-10-26,shabana chicken stall,825.0
2024-10,2024-10-27,shabana chicken stall,836.0
2024-10,2024-10-28,shabana chicken stall,914.0
2024-10,2024-10-29,shabana chicken stall,910.0
2024-10,2024-10-31,shabana chicken stall,860.0
2024-09,2024-09-25,BERRY FRESH,1860.0
2024-09,2024-09-05,Essar Associates,4772.0
2024-09,2024-09-12,Essar Associates,5739.0
2024-09,2024-09-19,Essar Associates,2817.0
2024-09,2024-09-26,Essar Associates,4055.0
2024-09,2024-09-06,Isha Fresh Vegitables (Hisham),996.0
2024-09,2024-09-18,Isha Fresh Vegitables (Hisham),643.0
2024-09,2024-09-24,Isha Fresh Vegitables (Hisham),770.0
2024-09,2024-09-01,KTP Vegitables,783.0
2024-09,2024-09-02,KTP Vegitables,356.0
2024-09,2024-09-03,KTP Vegitables,468.0
2024-09,2024-09-04,KTP Vegitables,344.0
2024-09,2024-09-06,KTP Vegitables,442.0
2024-09,2024-09-08,KTP Vegitables,190.0
2024-09,2024-09-09,KTP Vegitables,451.0
2024-09,2024-09-12,KTP Vegitables,557.0
2024-09,2024-09-13,KTP Vegitables,698.0
2024-09,2024-09-14,KTP Vegitables,758.0
2024-09,2024-09-17,KTP Vegitables,506.0
2024-09,2024-09-18,KTP Vegitables,474.0
2024-09,2024-09-19,KTP Vegitables,520.0
2024-09,2024-09-21,KTP Vegitables,713.0
2024-09,2024-09-25,KTP Vegitables,938.0
2024-09,2024-09-28,KTP Vegitables,635.0
2024-09,2024-09-30,KTP Vegitables,508.0
2024-09,2024-09-07,Koonathil Traders,13033.0
2024-09,2024-09-14,Koonathil Traders,3389.0
2024-09,2024-09-21,Koonathil Traders,8342.0
2024-09,2024-09-10,Lakhsyam Foods,31873.0
2024-09,2024-09-01,Local Purchase,255.0
2024-09,2024-09-02,Local Purchase,614.0
2024-09,2024-09-03,Local Purchase,2103.0
2024-09,2024-09-04,Local Purchase,1672.0
2024-09,2024-09-05,Local Purchase,3788.0
2024-09,2024-09-06,Local Purchase,1360.0
2024-09,2024-09-07,Local Purchase,1589.0
2024-09,2024-09-08,Local Purchase,224.0
2024-09,2024-09-10,Local Purchase,1486.0
2024-09,2024-09-11,Local Purchase,838.0
2024-09,2024-09-12,Local Purchase,2288.0
2024-09,2024-09-13,Local Purchase,130.0
2024-09,2024-09-14,Local Purchase,3002.0
2024-09,2024-09-15,Local Purchase,698.0
2024-09,2024-09-16,Local Purchase,328.0
2024-09,2024-09-17,Local Purchase,996.0
2024-09,2024-09-18,Local Purchase,3007.0
2024-09,2024-09-19,Local Purchase,2566.0
2024-09,2024-09-20,Local Purchase,539.0
2024-09,2024-09-21,Local Purchase,4064.0
2024-09,2024-09-22,Local Purchase,291.0
2024-09,2024-09-23,Local Purchase,856.0
2024-09,2024-09-25,Local Purchase,456.0
2024-09,2024-09-26,Local Purchase,307.0
2024-09,2024-09-27,Local Purchase,3521.0
2024-09,2024-09-28,Local Purchase,696.0
2024-09,2024-09-30,Local Purchase,170.0
2024-09,2024-09-03,Local Purchase-Gas AGency,3460.0
2024-09,2024-09-23,Local Purchase-Gas AGency,3460.0
2024-09,2024-09-30,Mansoor Traders Pattambi,470.0
2024-09,2024-09-03,bistro frozen,3087.0
2024-09,2024-09-10,bistro frozen,13761.0
2024-09,2024-09-17,bistro frozen,14218.0
2024-09,2024-09-24,bistro frozen,9998.0
2024-09,2024-09-01,shabana chicken stall,739.0
2024-09,2024-09-04,shabana chicken stall,832.0
2024-09,2024-09-05,shabana chicken stall,763.0
2024-09,2024-09-06,shabana chicken stall,804.0
2024-09,2024-09-07,shabana chicken stall,741.0
2024-09,2024-09-09,shabana chicken stall,854.0
2024-09,2024-09-11,shabana chicken stall,799.0
2024-09,2024-09-13,shabana chicken stall,1192.0
2024-09,2024-09-14,shabana chicken stall,1238.0
2024-09,2024-09-15,shabana chicken stall,1116.0
2024-09,2024-09-17,shabana chicken stall,983.0
2024-09,2024-09-20,shabana chicken stall,745.0
2024-09,2024-09-22,shabana chicken stall,1174.0
2024-09,2024-09-25,shabana chicken stall,1184.0
2024-09,2024-09-27,shabana chicken stall,910.0
2024-09,2024-09-28,shabana chicken stall,896.0
2024-08,2024-08-22,BERRY FRESH,1560.0
2024-08,2024-08-01,Essar Associates,4536.0
2024-08,2024-08-08,Essar Associates,3529.0
2024-08,2024-08-15,Essar Associates,2738.0
2024-08,2024-08-22,Essar Associates,2074.0
2024-08,2024-08-29,Essar Associates,1812.0
2024-08,2024-08-08,Isha Fresh Vegitables (Hisham),740.0
2024-08,2024-08-16,Isha Fresh Vegitables (Hisham),652.0
2024-08,2024-08-24,Isha Fresh Vegitables (Hisham),1082.0
2024-08,2024-08-02,KTP Vegitables,891.0
2024-08,2024-08-03,KTP Vegitables,538.0
2024-08,2024-08-06,KTP Vegitables,501.0
2024-08,2024-08-08,KTP Vegitables,276.0
2024-08,2024-08-11,KTP Vegitables,505.0
2024-08,2024-08-14,KTP Vegitables,585.0
2024-08,2024-08-16,KTP Vegitables,534.0
2024-08,2024-08-17,KTP Vegitables,286.0
2024-08,2024-08-20,KTP Vegitables,544.0
2024-08,2024-08-22,KTP Vegitables,761.0
2024-08,2024-08-24,KTP Vegitables,600.0
2024-08,2024-08-27,KTP Vegitables,1060.0
2024-08,2024-08-04,Koonathil Traders,27216.0
2024-08,2024-08-17,Koonathil Traders,13098.0
2024-08,2024-08-17,Lakhsyam Foods,11373.0
2024-08,2024-08-01,Local Purchase,483.0
2024-08,2024-08-02,Local Purchase,560.0
2024-08,2024-08-03,Local Purchase,1920.0
2024-08,2024-08-04,Local Purchase,2410.0
2024-08,2024-08-05,Local Purchase,910.0
2024-08,2024-08-07,Local Purchase,981.0
2024-08,2024-08-08,Local Purchase,4750.0
2024-08,2024-08-09,Local Purchase,289.0
2024-08,2024-08-10,Local Purchase,2192.0
2024-08,2024-08-11,Local Purchase,976.0
2024-08,2024-08-12,Local Purchase,2800.0
2024-08,2024-08-13,Local Purchase,1037.0
2024-08,2024-08-14,Local Purchase,1072.0
2024-08,2024-08-15,Local Purchase,3500.0
2024-08,2024-08-16,Local Purchase,600.0
2024-08,2024-08-17,Local Purchase,1950.0
2024-08,2024-08-18,Local Purchase,870.0
2024-08,2024-08-19,Local Purchase,1279.0
2024-08,2024-08-20,Local Purchase,494.0
2024-08,2024-08-21,Local Purchase,1858.0
2024-08,2024-08-22,Local Purchase,9654.0
2024-08,2024-08-23,Local Purchase,175.0
2024-08,2024-08-24,Local Purchase,1499.0
2024-08,2024-08-25,Local Purchase,480.0
2024-08,2024-08-26,Local Purchase,480.0
2024-08,2024-08-28,Local Purchase,4055.0
2024-08,2024-08-30,Local Purchase,366.0
2024-08,2024-08-31,Local Purchase,3217.0
2024-08,2024-08-10,Local Purchase-Gas AGency,3400.0
2024-08,2024-08-15,Local Purchase-Gas AGency,1700.0
2024-08,2024-08-30,Local Purchase-Gas AGency,3400.0
2024-08,2024-08-06,bistro frozen,939.0
2024-08,2024-08-13,bistro frozen,19037.0
2024-08,2024-08-27,bistro frozen,10200.0
2024-08,2024-08-02,shabana chicken stall,846.0
2024-08,2024-08-03,shabana chicken stall,1169.0
2024-08,2024-08-06,shabana chicken stall,910.0
2024-08,2024-08-09,shabana chicken stall,483.0
2024-08,2024-08-10,shabana chicken stall,1036.0
2024-08,2024-08-11,shabana chicken stall,715.0
2024-08,2024-08-12,shabana chicken stall,888.0
2024-08,2024-08-16,shabana chicken stall,870.0
2024-08,2024-08-17,shabana chicken stall,595.0
2024-08,2024-08-18,shabana chicken stall,957.0
2024-08,2024-08-19,shabana chicken stall,1022.0
2024-08,2024-08-22,shabana chicken stall,876.0
2024-08,2024-08-23,shabana chicken stall,840.0
2024-08,2024-08-24,shabana chicken stall,546.0
2024-08,2024-08-27,shabana chicken stall,1029.0
2024-08,2024-08-28,shabana chicken stall,958.0
2024-08,2024-08-31,shabana chicken stall,1328.0
2024-07,2024-07-05,Essar Associates,987.0
2024-07,2024-07-11,Essar Associates,4391.0
2024-07,2024-07-18,Essar Associates,2994.0
2024-07,2024-07-25,Essar Associates,3796.0
2024-07,2024-07-29,FLIPKART,206.0
2024-07,2024-07-06,Isha Fresh Vegitables (Hisham),403.0
2024-07,2024-07-16,Isha Fresh Vegitables (Hisham),794.0
2024-07,2024-07-23,Isha Fresh Vegitables (Hisham),794.0
2024-07,2024-07-29,Isha Fresh Vegitables (Hisham),465.0
2024-07,2024-07-02,KTP Vegitables,413.0
2024-07,2024-07-03,KTP Vegitables,489.0
2024-07,2024-07-04,KTP Vegitables,282.0
2024-07,2024-07-06,KTP Vegitables,371.0
2024-07,2024-07-08,KTP Vegitables,432.0
